,request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,request_time,drop_time,DayOfWeekNum,DayOfWeek,MonthDayNum,HourOfDay,MinOfDay,duration in minutes,hour
487,4966,Airport,50.0,Trip Completed,2016-07-14 18:35:40,2016-07-14 19:19:51,18:35:40,19:19:51,3,Thursday,14,18,35,-44.18333333333333,18
488,5243,City,50.0,Trip Completed,2016-07-14 21:12:10,2016-07-14 22:15:12,21:12:10,22:15:12,3,Thursday,14,21,12,-63.03333333333333,21
489,5697,City,50.0,Trip Completed,2016-07-15 07:32:38,2016-07-15 08:12:26,07:32:38,08:12:26,4,Friday,15,7,32,-39.8,7
490,5864,Airport,50.0,Trip Completed,2016-07-15 09:22:59,2016-07-15 10:18:31,09:22:59,10:18:31,4,Friday,15,9,22,-55.53333333333333,9
491,6530,Airport,50.0,Trip Completed,2016-07-15 20:51:59,2016-07-15 21:30:57,20:51:59,21:30:57,4,Friday,15,20,51,-38.96666666666667,20
492,686,City,51.0,Trip Completed,2016-11-07 13:44:00,2016-11-07 14:30:00,13:44:00,14:30:00,0,Monday,7,13,44,-46.0,13
493,777,Airport,51.0,Trip Completed,2016-11-07 16:41:00,2016-11-07 17:32:00,16:41:00,17:32:00,0,Monday,7,16,41,-51.0,16
494,1455,Airport,51.0,Trip Completed,2016-12-07 04:56:00,2016-12-07 05:27:00,04:56:00,05:27:00,2,Wednesday,7,4,56,-31.0,4
495,1906,Airport,51.0,Trip Completed,2016-12-07 10:38:00,2016-12-07 11:22:00,10:38:00,11:22:00,2,Wednesday,7,10,38,-44.0,10
496,2432,Airport,51.0,Trip Completed,2016-12-07 20:15:00,2016-12-07 20:59:00,20:15:00,20:59:00,2,Wednesday,7,20,15,-44.0,20
497,2977,Airport,51.0,Trip Completed,2016-07-13 06:52:35,2016-07-13 07:47:34,06:52:35,07:47:34,2,Wednesday,13,6,52,-54.983333333333334,6
498,3964,City,51.0,Trip Completed,2016-07-13 22:53:20,2016-07-13 23:34:07,22:53:20,23:34:07,2,Wednesday,13,22,53,-40.78333333333333,22
499,4182,Airport,51.0,Trip Completed,2016-07-14 05:24:02,2016-07-14 06:24:49,05:24:02,06:24:49,3,Thursday,14,5,24,-60.78333333333333,5
500,4679,City,51.0,Trip Completed,2016-07-14 12:44:59,2016-07-14 13:39:06,12:44:59,13:39:06,3,Thursday,14,12,44,-54.11666666666667,12
501,4997,City,51.0,Trip Completed,2016-07-14 18:57:20,2016-07-14 19:41:29,18:57:20,19:41:29,3,Thursday,14,18,57,-44.15,18
502,5600,City,51.0,Trip Completed,2016-07-15 06:09:20,2016-07-15 07:12:45,06:09:20,07:12:45,4,Friday,15,6,9,-63.416666666666664,6
503,5910,Airport,51.0,Trip Completed,2016-07-15 10:00:43,2016-07-15 10:52:49,10:00:43,10:52:49,4,Friday,15,10,0,-52.1,10
504,6597,Airport,51.0,Trip Completed,2016-07-15 21:35:04,2016-07-15 22:21:17,21:35:04,22:21:17,4,Friday,15,21,35,-46.21666666666667,21
505,64,City,52.0,Trip Completed,2016-11-07 04:16:00,2016-11-07 05:28:00,04:16:00,05:28:00,0,Monday,7,4,16,-72.0,4
506,687,Airport,52.0,Trip Completed,2016-11-07 13:41:00,2016-11-07 14:25:00,13:41:00,14:25:00,0,Monday,7,13,41,-44.0,13
507,1625,City,52.0,Trip Completed,2016-12-07 07:01:00,2016-12-07 07:49:00,07:01:00,07:49:00,2,Wednesday,7,7,1,-48.0,7
508,1958,Airport,52.0,Trip Completed,2016-12-07 11:41:00,2016-12-07 12:35:00,11:41:00,12:35:00,2,Wednesday,7,11,41,-54.0,11
509,2160,Airport,52.0,Trip Completed,2016-12-07 17:32:00,2016-12-07 18:07:00,17:32:00,18:07:00,2,Wednesday,7,17,32,-35.0,17
510,2517,Airport,52.0,Trip Completed,2016-12-07 21:04:00,2016-12-07 22:20:00,21:04:00,22:20:00,2,Wednesday,7,21,4,-76.0,21
511,2894,City,52.0,Trip Completed,2016-07-13 06:01:37,2016-07-13 07:13:57,06:01:37,07:13:57,2,Wednesday,13,6,1,-72.33333333333333,6
512,3739,Airport,52.0,Trip Completed,2016-07-13 20:21:38,2016-07-13 21:06:29,20:21:38,21:06:29,2,Wednesday,13,20,21,-44.85,20
513,4737,City,52.0,Trip Completed,2016-07-14 14:37:56,2016-07-14 15:47:44,14:37:56,15:47:44,3,Thursday,14,14,37,-69.8,14
514,5064,Airport,52.0,Trip Completed,2016-07-14 19:28:03,2016-07-14 20:34:00,19:28:03,20:34:00,3,Thursday,14,19,28,-65.95,19
515,313,City,53.0,Trip Completed,2016-11-07 07:26:00,2016-11-07 08:35:00,07:26:00,08:35:00,0,Monday,7,7,26,-69.0,7
516,2107,City,53.0,Trip Completed,2016-12-07 16:18:00,2016-12-07 17:14:00,16:18:00,17:14:00,2,Wednesday,7,16,18,-56.0,16
517,2819,City,53.0,Trip Completed,2016-07-13 05:12:03,2016-07-13 06:23:03,05:12:03,06:23:03,2,Wednesday,13,5,12,-71.0,5
518,2932,Airport,53.0,Trip Completed,2016-07-13 06:28:49,2016-07-13 07:11:44,06:28:49,07:11:44,2,Wednesday,13,6,28,-42.916666666666664,6
519,3593,City,53.0,Trip Completed,2016-07-13 18:34:17,2016-07-13 19:27:56,18:34:17,19:27:56,2,Wednesday,13,18,34,-53.65,18
520,4760,City,53.0,Trip Completed,2016-07-14 15:19:28,2016-07-14 16:37:19,15:19:28,16:37:19,3,Thursday,14,15,19,-77.85,15
521,6681,Airport,53.0,Trip Completed,2016-07-15 22:32:05,2016-07-15 23:34:39,22:32:05,23:34:39,4,Friday,15,22,32,-62.56666666666667,22
522,234,City,54.0,Trip Completed,2016-11-07 06:27:00,2016-11-07 07:23:00,06:27:00,07:23:00,0,Monday,7,6,27,-56.0,6
523,425,Airport,54.0,Trip Completed,2016-11-07 08:48:00,2016-11-07 09:34:00,08:48:00,09:34:00,0,Monday,7,8,48,-46.0,8
524,1528,City,54.0,Trip Completed,2016-12-07 05:58:00,2016-12-07 06:33:00,05:58:00,06:33:00,2,Wednesday,7,5,58,-35.0,5
525,1671,Airport,54.0,Trip Completed,2016-12-07 07:41:00,2016-12-07 08:50:00,07:41:00,08:50:00,2,Wednesday,7,7,41,-69.0,7
526,2223,City,54.0,Trip Completed,2016-12-07 18:07:00,2016-12-07 19:12:00,18:07:00,19:12:00,2,Wednesday,7,18,7,-65.0,18
527,3268,Airport,54.0,Trip Completed,2016-07-13 10:27:35,2016-07-13 11:31:51,10:27:35,11:31:51,2,Wednesday,13,10,27,-64.26666666666667,10
528,3530,Airport,54.0,Trip Completed,2016-07-13 17:53:27,2016-07-13 18:43:17,17:53:27,18:43:17,2,Wednesday,13,17,53,-49.833333333333336,17
529,4765,Airport,54.0,Trip Completed,2016-07-14 15:36:30,2016-07-14 16:41:07,15:36:30,16:41:07,3,Thursday,14,15,36,-64.61666666666666,15
530,531,City,55.0,Trip Completed,2016-11-07 10:01:00,2016-11-07 10:36:00,10:01:00,10:36:00,0,Monday,7,10,1,-35.0,10
531,1721,City,55.0,Trip Completed,2016-12-07 08:10:00,2016-12-07 08:47:00,08:10:00,08:47:00,2,Wednesday,7,8,10,-37.0,8
532,2665,Airport,55.0,Trip Completed,2016-12-07 23:30:00,2016-07-13 00:37:17,23:30:00,00:37:17,2,Wednesday,7,23,30,213052.71666666667,23
533,2951,City,55.0,Trip Completed,2016-07-13 06:40:10,2016-07-13 07:41:17,06:40:10,07:41:17,2,Wednesday,13,6,40,-61.11666666666667,6
534,3786,Airport,55.0,Trip Completed,2016-07-13 20:47:32,2016-07-13 21:35:51,20:47:32,21:35:51,2,Wednesday,13,20,47,-48.31666666666667,20
535,4049,City,55.0,Trip Completed,2016-07-14 01:03:12,2016-07-14 02:26:06,01:03:12,02:26:06,3,Thursday,14,1,3,-82.9,1
536,4079,Airport,55.0,Trip Completed,2016-07-14 02:31:51,2016-07-14 03:33:26,02:31:51,03:33:26,3,Thursday,14,2,31,-61.583333333333336,2
537,4233,Airport,55.0,Trip Completed,2016-07-14 05:51:41,2016-07-14 06:58:26,05:51:41,06:58:26,3,Thursday,14,5,51,-66.75,5
538,4884,Airport,55.0,Trip Completed,2016-07-14 17:53:38,2016-07-14 19:06:04,17:53:38,19:06:04,3,Thursday,14,17,53,-72.43333333333334,17
539,6350,City,55.0,Trip Completed,2016-07-15 18:57:26,2016-07-15 20:08:25,18:57:26,20:08:25,4,Friday,15,18,57,-70.98333333333333,18
540,1914,Airport,56.0,Trip Completed,2016-12-07 10:42:00,2016-12-07 11:52:00,10:42:00,11:52:00,2,Wednesday,7,10,42,-70.0,10
541,3205,City,56.0,Trip Completed,2016-07-13 09:38:10,2016-07-13 10:49:37,09:38:10,10:49:37,2,Wednesday,13,9,38,-71.45,9
542,3448,City,56.0,Trip Completed,2016-07-13 16:40:59,2016-07-13 17:35:37,16:40:59,17:35:37,2,Wednesday,13,16,40,-54.63333333333333,16
543,4628,City,56.0,Trip Completed,2016-07-14 11:13:24,2016-07-14 12:05:37,11:13:24,12:05:37,3,Thursday,14,11,13,-52.21666666666667,11
544,5418,City,56.0,Trip Completed,2016-07-15 02:03:39,2016-07-15 03:13:00,02:03:39,03:13:00,4,Friday,15,2,3,-69.35,2
545,5654,City,56.0,Trip Completed,2016-07-15 06:56:12,2016-07-15 08:09:48,06:56:12,08:09:48,4,Friday,15,6,56,-73.6,6
546,614,City,57.0,Trip Completed,2016-11-07 11:49:00,2016-11-07 12:52:00,11:49:00,12:52:00,0,Monday,7,11,49,-63.0,11
547,1340,City,57.0,Trip Completed,2016-11-07 23:22:00,2016-11-07 23:55:00,23:22:00,23:55:00,0,Monday,7,23,22,-33.0,23
548,1576,City,57.0,Trip Completed,2016-12-07 06:27:00,2016-12-07 07:41:00,06:27:00,07:41:00,2,Wednesday,7,6,27,-74.0,6
549,1974,Airport,57.0,Trip Completed,2016-12-07 12:19:00,2016-12-07 13:07:00,12:19:00,13:07:00,2,Wednesday,7,12,19,-48.0,12
550,2597,City,57.0,Trip Completed,2016-12-07 21:52:00,2016-12-07 22:54:00,21:52:00,22:54:00,2,Wednesday,7,21,52,-62.0,21
551,4690,City,57.0,Trip Completed,2016-07-14 13:04:08,2016-07-14 13:45:06,13:04:08,13:45:06,3,Thursday,14,13,4,-40.96666666666667,13
552,6267,Airport,57.0,Trip Completed,2016-07-15 18:10:03,2016-07-15 18:45:25,18:10:03,18:45:25,4,Friday,15,18,10,-35.36666666666667,18
553,660,Airport,58.0,Trip Completed,2016-11-07 12:55:00,2016-11-07 13:44:00,12:55:00,13:44:00,0,Monday,7,12,55,-49.0,12
554,943,Airport,58.0,Trip Completed,2016-11-07 18:34:00,2016-11-07 19:25:00,18:34:00,19:25:00,0,Monday,7,18,34,-51.0,18
555,1445,Airport,58.0,Trip Completed,2016-12-07 04:45:00,2016-12-07 06:02:00,04:45:00,06:02:00,2,Wednesday,7,4,45,-77.0,4
556,3070,City,58.0,Trip Completed,2016-07-13 07:53:05,2016-07-13 08:53:21,07:53:05,08:53:21,2,Wednesday,13,7,53,-60.266666666666666,7
557,3440,City,58.0,Trip Completed,2016-07-13 16:26:57,2016-07-13 17:04:40,16:26:57,17:04:40,2,Wednesday,13,16,26,-37.71666666666667,16
558,4503,City,58.0,Trip Completed,2016-07-14 09:05:45,2016-07-14 09:56:16,09:05:45,09:56:16,3,Thursday,14,9,5,-50.516666666666666,9
559,4771,Airport,58.0,Trip Completed,2016-07-14 15:57:43,2016-07-14 16:25:11,15:57:43,16:25:11,3,Thursday,14,15,57,-27.466666666666665,15
560,4797,City,58.0,Trip Completed,2016-07-14 16:55:26,2016-07-14 17:51:22,16:55:26,17:51:22,3,Thursday,14,16,55,-55.93333333333333,16
561,4898,Airport,58.0,Trip Completed,2016-07-14 18:02:53,2016-07-14 19:08:17,18:02:53,19:08:17,3,Thursday,14,18,2,-65.4,18
562,172,Airport,59.0,Trip Completed,2016-11-07 05:41:00,2016-11-07 06:19:00,05:41:00,06:19:00,0,Monday,7,5,41,-38.0,5
563,518,City,59.0,Trip Completed,2016-11-07 09:46:00,2016-11-07 10:42:00,09:46:00,10:42:00,0,Monday,7,9,46,-56.0,9
564,843,Airport,59.0,Trip Completed,2016-11-07 17:38:00,2016-11-07 18:31:00,17:38:00,18:31:00,0,Monday,7,17,38,-53.0,17
565,1070,City,59.0,Trip Completed,2016-11-07 19:58:00,2016-11-07 20:58:00,19:58:00,20:58:00,0,Monday,7,19,58,-60.0,19
566,2078,Airport,59.0,Trip Completed,2016-12-07 15:36:00,2016-12-07 16:22:00,15:36:00,16:22:00,2,Wednesday,7,15,36,-46.0,15
567,5382,City,59.0,Trip Completed,2016-07-14 00:08:01,2016-07-14 00:42:31,00:08:01,00:42:31,3,Thursday,14,0,8,-34.5,0
568,4119,City,59.0,Trip Completed,2016-07-14 04:22:12,2016-07-14 05:42:08,04:22:12,05:42:08,3,Thursday,14,4,22,-79.93333333333334,4
569,4623,City,59.0,Trip Completed,2016-07-14 11:00:10,2016-07-14 11:37:46,11:00:10,11:37:46,3,Thursday,14,11,0,-37.6,11
570,620,City,60.0,Trip Completed,2016-11-07 12:04:00,2016-11-07 13:17:00,12:04:00,13:17:00,0,Monday,7,12,4,-73.0,12
571,1286,Airport,60.0,Trip Completed,2016-11-07 22:18:00,2016-11-07 22:59:00,22:18:00,22:59:00,0,Monday,7,22,18,-41.0,22
572,2482,City,60.0,Trip Completed,2016-12-07 20:45:00,2016-12-07 21:42:00,20:45:00,21:42:00,2,Wednesday,7,20,45,-57.0,20
573,3672,Airport,60.0,Trip Completed,2016-07-13 19:28:50,2016-07-13 20:34:16,19:28:50,20:34:16,2,Wednesday,13,19,28,-65.43333333333334,19
574,3959,City,60.0,Trip Completed,2016-07-13 22:51:04,2016-07-13 23:25:59,22:51:04,23:25:59,2,Wednesday,13,22,51,-34.916666666666664,22
575,4659,City,60.0,Trip Completed,2016-07-14 12:10:38,2016-07-14 13:10:26,12:10:38,13:10:26,3,Thursday,14,12,10,-59.8,12
576,5060,Airport,60.0,Trip Completed,2016-07-14 19:26:16,2016-07-14 20:02:05,19:26:16,20:02:05,3,Thursday,14,19,26,-35.81666666666667,19
577,5942,City,60.0,Trip Completed,2016-07-15 10:29:33,2016-07-15 11:23:49,10:29:33,11:23:49,4,Friday,15,10,29,-54.266666666666666,10
578,1349,Airport,61.0,Trip Completed,2016-11-07 23:41:00,2016-12-07 00:22:00,23:41:00,00:22:00,0,Monday,7,23,41,-41801.0,23
579,2192,Airport,61.0,Trip Completed,2016-12-07 17:44:00,2016-12-07 18:39:00,17:44:00,18:39:00,2,Wednesday,7,17,44,-55.0,17
580,2323,City,61.0,Trip Completed,2016-12-07 19:06:00,2016-12-07 20:17:00,19:06:00,20:17:00,2,Wednesday,7,19,6,-71.0,19
581,2717,City,61.0,Trip Completed,2016-07-13 02:00:13,2016-07-13 02:55:01,02:00:13,02:55:01,2,Wednesday,13,2,0,-54.8,2
582,3338,Airport,61.0,Trip Completed,2016-07-13 12:36:47,2016-07-13 13:16:34,12:36:47,13:16:34,2,Wednesday,13,12,36,-39.78333333333333,12
583,4475,City,61.0,Trip Completed,2016-07-14 08:44:24,2016-07-14 09:25:43,08:44:24,09:25:43,3,Thursday,14,8,44,-41.31666666666667,8
584,4786,City,61.0,Trip Completed,2016-07-14 16:40:36,2016-07-14 17:13:53,16:40:36,17:13:53,3,Thursday,14,16,40,-33.28333333333333,16
585,5017,City,61.0,Trip Completed,2016-07-14 19:09:05,2016-07-14 20:01:24,19:09:05,20:01:24,3,Thursday,14,19,9,-52.31666666666667,19
586,5580,City,61.0,Trip Completed,2016-07-15 05:51:48,2016-07-15 07:08:30,05:51:48,07:08:30,4,Friday,15,5,51,-76.7,5
587,6066,Airport,61.0,Trip Completed,2016-07-15 13:54:34,2016-07-15 14:44:05,13:54:34,14:44:05,4,Friday,15,13,54,-49.516666666666666,13
588,418,City,62.0,Trip Completed,2016-11-07 08:42:00,2016-11-07 09:24:00,08:42:00,09:24:00,0,Monday,7,8,42,-42.0,8
589,608,Airport,62.0,Trip Completed,2016-11-07 11:57:00,2016-11-07 12:48:00,11:57:00,12:48:00,0,Monday,7,11,57,-51.0,11
590,1842,City,62.0,Trip Completed,2016-12-07 09:40:00,2016-12-07 10:18:00,09:40:00,10:18:00,2,Wednesday,7,9,40,-38.0,9
591,4004,City,62.0,Trip Completed,2016-07-13 23:40:41,2016-07-14 00:21:38,23:40:41,00:21:38,2,Wednesday,13,23,40,-40.95,23
592,5791,City,62.0,Trip Completed,2016-07-15 08:35:12,2016-07-15 09:19:35,08:35:12,09:19:35,4,Friday,15,8,35,-44.38333333333333,8
593,6548,Airport,62.0,Trip Completed,2016-07-15 20:56:32,2016-07-15 21:45:32,20:56:32,21:45:32,4,Friday,15,20,56,-49.0,20
594,121,Airport,63.0,Trip Completed,2016-11-07 05:13:00,2016-11-07 06:08:00,05:13:00,06:08:00,0,Monday,7,5,13,-55.0,5
595,571,Airport,63.0,Trip Completed,2016-11-07 10:44:00,2016-11-07 11:44:00,10:44:00,11:44:00,0,Monday,7,10,44,-60.0,10
596,2444,Airport,63.0,Trip Completed,2016-12-07 20:23:00,2016-12-07 21:35:00,20:23:00,21:35:00,2,Wednesday,7,20,23,-72.0,20
597,2815,City,63.0,Trip Completed,2016-07-13 05:13:32,2016-07-13 05:42:58,05:13:32,05:42:58,2,Wednesday,13,5,13,-29.433333333333334,5
598,3510,Airport,63.0,Trip Completed,2016-07-13 17:42:32,2016-07-13 18:32:16,17:42:32,18:32:16,2,Wednesday,13,17,42,-49.733333333333334,17
599,5013,City,63.0,Trip Completed,2016-07-14 19:01:56,2016-07-14 19:37:00,19:01:56,19:37:00,3,Thursday,14,19,1,-35.06666666666667,19
600,5457,City,63.0,Trip Completed,2016-07-15 03:56:41,2016-07-15 04:54:26,03:56:41,04:54:26,4,Friday,15,3,56,-57.75,3
601,5940,City,63.0,Trip Completed,2016-07-15 10:18:26,2016-07-15 11:12:53,10:18:26,11:12:53,4,Friday,15,10,18,-54.45,10
602,6197,City,63.0,Trip Completed,2016-07-15 17:24:24,2016-07-15 18:05:53,17:24:24,18:05:53,4,Friday,15,17,24,-41.483333333333334,17
603,6660,Airport,63.0,Trip Completed,2016-07-15 22:15:00,2016-07-15 23:14:39,22:15:00,23:14:39,4,Friday,15,22,15,-59.65,22
604,584,Airport,64.0,Trip Completed,2016-11-07 11:14:00,2016-11-07 12:25:00,11:14:00,12:25:00,0,Monday,7,11,14,-71.0,11
605,1741,Airport,64.0,Trip Completed,2016-12-07 08:32:00,2016-12-07 09:08:00,08:32:00,09:08:00,2,Wednesday,7,8,32,-36.0,8
606,2031,City,64.0,Trip Completed,2016-12-07 14:17:00,2016-12-07 14:51:00,14:17:00,14:51:00,2,Wednesday,7,14,17,-34.0,14
607,3158,Airport,64.0,Trip Completed,2016-07-13 09:07:00,2016-07-13 10:00:18,09:07:00,10:00:18,2,Wednesday,13,9,7,-53.3,9
608,3955,Airport,64.0,Trip Completed,2016-07-13 22:56:09,2016-07-13 23:50:55,22:56:09,23:50:55,2,Wednesday,13,22,56,-54.766666666666666,22
609,4384,City,64.0,Trip Completed,2016-07-14 07:49:20,2016-07-14 08:54:46,07:49:20,08:54:46,3,Thursday,14,7,49,-65.43333333333334,7
610,5224,City,64.0,Trip Completed,2016-07-14 21:07:44,2016-07-14 22:19:37,21:07:44,22:19:37,3,Thursday,14,21,7,-71.88333333333334,21
611,5394,Airport,64.0,Trip Completed,2016-07-15 00:47:57,2016-07-15 01:42:51,00:47:57,01:42:51,4,Friday,15,0,47,-54.9,0
612,5511,Airport,64.0,Trip Completed,2016-07-15 05:10:13,2016-07-15 06:09:36,05:10:13,06:09:36,4,Friday,15,5,10,-59.38333333333333,5
613,744,City,65.0,Trip Completed,2016-11-07 15:41:00,2016-11-07 16:30:00,15:41:00,16:30:00,0,Monday,7,15,41,-49.0,15
614,1634,Airport,65.0,Trip Completed,2016-12-07 07:13:00,2016-12-07 08:04:00,07:13:00,08:04:00,2,Wednesday,7,7,13,-51.0,7
615,1911,Airport,65.0,Trip Completed,2016-12-07 10:43:00,2016-12-07 11:41:00,10:43:00,11:41:00,2,Wednesday,7,10,43,-58.0,10
616,2608,Airport,65.0,Trip Completed,2016-12-07 21:59:00,2016-12-07 22:36:00,21:59:00,22:36:00,2,Wednesday,7,21,59,-37.0,21
617,3456,Airport,65.0,Trip Completed,2016-07-13 16:59:22,2016-07-13 17:47:12,16:59:22,17:47:12,2,Wednesday,13,16,59,-47.833333333333336,16
618,3561,City,65.0,Trip Completed,2016-07-13 18:14:34,2016-07-13 18:55:15,18:14:34,18:55:15,2,Wednesday,13,18,14,-40.68333333333333,18
619,5216,Airport,65.0,Trip Completed,2016-07-14 20:56:47,2016-07-14 21:45:04,20:56:47,21:45:04,3,Thursday,14,20,56,-48.28333333333333,20
620,5573,City,65.0,Trip Completed,2016-07-15 05:48:54,2016-07-15 06:19:03,05:48:54,06:19:03,4,Friday,15,5,48,-30.15,5
621,5952,Airport,65.0,Trip Completed,2016-07-15 10:42:35,2016-07-15 11:20:09,10:42:35,11:20:09,4,Friday,15,10,42,-37.56666666666667,10
622,6093,Airport,65.0,Trip Completed,2016-07-15 14:34:33,2016-07-15 15:30:31,14:34:33,15:30:31,4,Friday,15,14,34,-55.96666666666667,14
623,6749,Airport,65.0,Trip Completed,2016-07-15 23:48:42,2016-07-16 00:36:53,23:48:42,00:36:53,4,Friday,15,23,48,-48.18333333333333,23
624,250,Airport,66.0,Trip Completed,2016-11-07 06:29:00,2016-11-07 07:34:00,06:29:00,07:34:00,0,Monday,7,6,29,-65.0,6
625,781,City,66.0,Trip Completed,2016-11-07 16:40:00,2016-11-07 17:41:00,16:40:00,17:41:00,0,Monday,7,16,40,-61.0,16
626,1681,Airport,66.0,Trip Completed,2016-12-07 07:53:00,2016-12-07 08:44:00,07:53:00,08:44:00,2,Wednesday,7,7,53,-51.0,7
627,3924,Airport,66.0,Trip Completed,2016-07-13 22:21:56,2016-07-13 23:04:13,22:21:56,23:04:13,2,Wednesday,13,22,21,-42.28333333333333,22
628,5271,City,66.0,Trip Completed,2016-07-14 21:33:30,2016-07-14 22:21:00,21:33:30,22:21:00,3,Thursday,14,21,33,-47.5,21
629,5899,Airport,66.0,Trip Completed,2016-07-15 09:55:05,2016-07-15 10:23:11,09:55:05,10:23:11,4,Friday,15,9,55,-28.1,9
630,6273,City,66.0,Trip Completed,2016-07-15 18:09:45,2016-07-15 19:22:05,18:09:45,19:22:05,4,Friday,15,18,9,-72.33333333333333,18
631,630,Airport,67.0,Trip Completed,2016-11-07 12:16:00,2016-11-07 13:10:00,12:16:00,13:10:00,0,Monday,7,12,16,-54.0,12
632,679,City,67.0,Trip Completed,2016-11-07 13:22:00,2016-11-07 14:17:00,13:22:00,14:17:00,0,Monday,7,13,22,-55.0,13
633,782,Airport,67.0,Trip Completed,2016-11-07 16:46:00,2016-11-07 17:27:00,16:46:00,17:27:00,0,Monday,7,16,46,-41.0,16
634,1329,Airport,67.0,Trip Completed,2016-11-07 23:10:00,2016-11-07 23:45:00,23:10:00,23:45:00,0,Monday,7,23,10,-35.0,23
635,1712,Airport,67.0,Trip Completed,2016-12-07 08:14:00,2016-12-07 09:06:00,08:14:00,09:06:00,2,Wednesday,7,8,14,-52.0,8
636,2033,City,67.0,Trip Completed,2016-12-07 14:17:00,2016-12-07 14:59:00,14:17:00,14:59:00,2,Wednesday,7,14,17,-42.0,14
637,3094,Airport,67.0,Trip Completed,2016-07-13 08:21:01,2016-07-13 08:53:34,08:21:01,08:53:34,2,Wednesday,13,8,21,-32.55,8
638,4709,Airport,67.0,Trip Completed,2016-07-14 13:21:10,2016-07-14 14:22:19,13:21:10,14:22:19,3,Thursday,14,13,21,-61.15,13
639,4948,Airport,67.0,Trip Completed,2016-07-14 18:28:34,2016-07-14 19:39:52,18:28:34,19:39:52,3,Thursday,14,18,28,-71.3,18
640,5597,City,67.0,Trip Completed,2016-07-15 06:04:49,2016-07-15 07:00:21,06:04:49,07:00:21,4,Friday,15,6,4,-55.53333333333333,6
641,6747,City,67.0,Trip Completed,2016-07-15 23:47:37,2016-07-16 00:58:57,23:47:37,00:58:57,4,Friday,15,23,47,-71.33333333333333,23
642,1480,Airport,68.0,Trip Completed,2016-12-07 05:15:00,2016-12-07 06:06:00,05:15:00,06:06:00,2,Wednesday,7,5,15,-51.0,5
643,2013,City,68.0,Trip Completed,2016-12-07 13:35:00,2016-12-07 14:29:00,13:35:00,14:29:00,2,Wednesday,7,13,35,-54.0,13
644,2867,Airport,68.0,Trip Completed,2016-07-13 05:45:19,2016-07-13 06:28:32,05:45:19,06:28:32,2,Wednesday,13,5,45,-43.21666666666667,5
645,3377,Airport,68.0,Trip Completed,2016-07-13 14:17:32,2016-07-13 15:01:27,14:17:32,15:01:27,2,Wednesday,13,14,17,-43.916666666666664,14
646,4108,City,68.0,Trip Completed,2016-07-14 03:56:10,2016-07-14 04:38:59,03:56:10,04:38:59,3,Thursday,14,3,56,-42.81666666666667,3
647,4368,City,68.0,Trip Completed,2016-07-14 07:38:59,2016-07-14 08:11:28,07:38:59,08:11:28,3,Thursday,14,7,38,-32.483333333333334,7
648,4787,City,68.0,Trip Completed,2016-07-14 16:41:13,2016-07-14 17:15:13,16:41:13,17:15:13,3,Thursday,14,16,41,-34.0,16
649,93,City,69.0,Trip Completed,2016-11-07 04:53:00,2016-11-07 05:30:00,04:53:00,05:30:00,0,Monday,7,4,53,-37.0,4
650,402,Airport,69.0,Trip Completed,2016-11-07 08:31:00,2016-11-07 09:02:00,08:31:00,09:02:00,0,Monday,7,8,31,-31.0,8
651,582,City,69.0,Trip Completed,2016-11-07 10:56:00,2016-11-07 11:59:00,10:56:00,11:59:00,0,Monday,7,10,56,-63.0,10
652,733,City,69.0,Trip Completed,2016-11-07 15:25:00,2016-11-07 16:30:00,15:25:00,16:30:00,0,Monday,7,15,25,-65.0,15
653,951,Airport,69.0,Trip Completed,2016-11-07 18:38:00,2016-11-07 19:10:00,18:38:00,19:10:00,0,Monday,7,18,38,-32.0,18
654,1889,City,69.0,Trip Completed,2016-12-07 10:14:00,2016-12-07 11:18:00,10:14:00,11:18:00,2,Wednesday,7,10,14,-64.0,10
655,2046,Airport,69.0,Trip Completed,2016-12-07 14:40:00,2016-12-07 15:22:00,14:40:00,15:22:00,2,Wednesday,7,14,40,-42.0,14
656,2664,Airport,69.0,Trip Completed,2016-12-07 23:26:00,2016-07-13 00:01:12,23:26:00,00:01:12,2,Wednesday,7,23,26,213084.8,23
657,2936,City,69.0,Trip Completed,2016-07-13 06:28:33,2016-07-13 07:42:26,06:28:33,07:42:26,2,Wednesday,13,6,28,-73.88333333333334,6
658,3740,Airport,69.0,Trip Completed,2016-07-13 20:22:06,2016-07-13 20:55:56,20:22:06,20:55:56,2,Wednesday,13,20,22,-33.833333333333336,20
659,4482,Airport,69.0,Trip Completed,2016-07-14 08:53:30,2016-07-14 09:52:26,08:53:30,09:52:26,3,Thursday,14,8,53,-58.93333333333333,8
660,4718,City,69.0,Trip Completed,2016-07-14 13:41:23,2016-07-14 14:20:34,13:41:23,14:20:34,3,Thursday,14,13,41,-39.18333333333333,13
661,4908,Airport,69.0,Trip Completed,2016-07-14 18:05:13,2016-07-14 18:34:08,18:05:13,18:34:08,3,Thursday,14,18,5,-28.916666666666668,18
662,6278,Airport,69.0,Trip Completed,2016-07-15 18:13:31,2016-07-15 18:55:37,18:13:31,18:55:37,4,Friday,15,18,13,-42.1,18
663,514,City,70.0,Trip Completed,2016-11-07 09:45:00,2016-11-07 10:56:00,09:45:00,10:56:00,0,Monday,7,9,45,-71.0,9
